Question,Answer
मध्य प्रदेश में फसल कटाई के बाद के नुकसान (Post-Harvest Losses) को कम करने के लिए क्या उपाय किए जा रहे हैं?,",""मध्य प्रदेश में फसल कटाई के बाद होने वाले नुकसान (Post-Harvest Losses) को कम करना किसानों की आय बढ़ाने और खाद्य सुरक्षा सुनिश्चित करने के लिए महत्वपूर्ण है. सरकार इस दिशा में कई उपाय कर रही है."
मध्य प्रदेश में किसानों को कृषि उपकरण (Farm Equipment) और मशीनीकरण (Mechanization) के लिए क्या सहायता मिल रही है?,",""मध्य प्रदेश सरकार कृषि मशीनीकरण को बढ़ावा देने के लिए किसानों को विभिन्न प्रकार की सहायता प्रदान कर रही है, जिससे कृषि कार्य अधिक कुशल, तेज़ और कम श्रम-गहन हो सकें."
मध्य प्रदेश में जैविक प्रमाणीकरण (Organic Certification) के लिए किसानों को क्या समर्थन मिल रहा है?,",""मध्य प्रदेश सरकार जैविक खेती को बढ़ावा देने के लिए जैविक प्रमाणीकरण (Organic Certification) के लिए किसानों को महत्वपूर्ण समर्थन दे रही है, जिससे उनकी जैविक उपज को बाज़ार में प्रीमियम मूल्य मिल सके."
मध्य प्रदेश में किसानों को कृषि-जलवायु परिवर्तन (Agro-climatic Change) के प्रभावों से निपटने के लिए क्या सहायता मिल रही है?,",""मध्य प्रदेश में कृषि-जलवायु परिवर्तन के बढ़ते प्रभावों को देखते हुए, सरकार किसानों को इनसे निपटने और कृषि को अधिक लचीला बनाने के लिए कई तरह से सहायता प्रदान कर रही है."
मध्य प्रदेश में कृषि में स्टार्टअप्स (Agri-Startups) को बढ़ावा देने के लिए क्या समर्थन मिल रहा है?,",""मध्य प्रदेश सरकार कृषि क्षेत्र में नवाचार और उद्यमिता को बढ़ावा देने के लिए कृषि स्टार्टअप्स (Agri-Startups) को महत्वपूर्ण समर्थन दे रही है."
मध्य प्रदेश में कृषक समूहों (Farmer Groups) और FPO को डिजिटल साक्षरता प्रदान करने के लिए क्या प्रयास किए जा रहे हैं?,",""मध्य प्रदेश में कृषक समूहों और FPO को डिजिटल रूप से सशक्त बनाने के लिए कई प्रयास किए जा रहे हैं ताकि वे आधुनिक तकनीकों और बाज़ार अवसरों का बेहतर लाभ उठा सकें."
मध्य प्रदेश में कृषि में ड्रोन तकनीक के सुरक्षित और प्रभावी उपयोग को कैसे सुनिश्चित किया जा रहा है?,",""मध्य प्रदेश में कृषि में ड्रोन तकनीक को बढ़ावा देने के साथ-साथ उसके सुरक्षित और प्रभावी उपयोग को सुनिश्चित करने के लिए सरकार विभिन्न दिशानिर्देशों और प्रशिक्षणों पर ध्यान दे रही है."
मध्य प्रदेश में कृषि वानिकी (Agroforestry) को बढ़ावा देने के लिए क्या नीतियां हैं?,",""मध्य प्रदेश में कृषि वानिकी (Agroforestry) एक महत्वपूर्ण क्षेत्र है जिसे बढ़ावा दिया जा रहा है ताकि किसानों की आय बढ़े, मिट्टी का स्वास्थ्य सुधरे और पर्यावरणीय लाभ मिलें. इसमें कृषि फसलों के साथ-साथ पेड़ों और झाड़ियों को उगाना शामिल है."
मध्य प्रदेश में फसल विविधीकरण (Crop Diversification) के लिए क्या लक्ष्य निर्धारित किए गए हैं?,",""मध्य प्रदेश में फसल विविधीकरण को किसानों की आय बढ़ाने, कृषि जोखिम को कम करने और मिट्टी के स्वास्थ्य को बनाए रखने के लिए एक महत्वपूर्ण रणनीति के रूप में बढ़ावा दिया जा रहा है."
मध्य प्रदेश में किसानों को कृषि में उन्नत तकनीक (Advanced Technology) अपनाने के लिए क्या प्रोत्साहन मिल रहे हैं?,",""मध्य प्रदेश सरकार किसानों को कृषि में उन्नत तकनीकों को अपनाने के लिए विभिन्न प्रोत्साहन प्रदान कर रही है ताकि उत्पादकता, दक्षता और लाभप्रदता बढ़ाई जा सके."
मध्य प्रदेश में कृषि भूमि के उपजाऊपन (Soil Fertility) को बनाए रखने के लिए क्या उपाय किए जा रहे हैं?,",""मध्य प्रदेश में कृषि भूमि के उपजाऊपन को बनाए रखना दीर्घकालिक खाद्य सुरक्षा और कृषि उत्पादकता के लिए महत्वपूर्ण है. सरकार इस दिशा में बहुआयामी उपाय कर रही है."
मध्य प्रदेश में किसानों को कृषि उत्पादों के निर्यात (Export of Agricultural Products) में क्या सहायता मिल रही है?,",""मध्य प्रदेश में किसानों को अपनी कृषि उपज का बेहतर मूल्य दिलाने और अंतर्राष्ट्रीय बाज़ारों तक पहुंच बनाने के लिए कृषि उत्पादों के निर्यात को बढ़ावा देने के लिए विभिन्न स्तरों पर सहायता मिल रही है."
मध्य प्रदेश में कृषि में जलवायु-परिवर्तन के शमन (Climate Change Mitigation) के लिए क्या योगदान दिया जा रहा है?,",""मध्य प्रदेश कृषि क्षेत्र से होने वाले ग्रीनहाउस गैस उत्सर्जन को कम करने और कार्बन सिंक (Carbon Sinks) को बढ़ाने के लिए जलवायु परिवर्तन शमन (Climate Change Mitigation) में योगदान दे रहा है."
मध्य प्रदेश में कृषि क्षेत्र में रोजगार सृजन (Employment Generation) के लिए क्या योजनाएं हैं?,",""मध्य प्रदेश सरकार कृषि और संबद्ध क्षेत्रों में रोज़गार सृजन को प्राथमिकता दे रही है, विशेषकर ग्रामीण युवाओं और महिलाओं के लिए, ताकि ग्रामीण अर्थव्यवस्था को मज़बूत किया जा सके और पलायन को रोका जा सके."
मध्य प्रदेश में किसानों को कृषि जोखिम प्रबंधन (Agricultural Risk Management) के लिए क्या सहायता मिल रही है?,",""मध्य प्रदेश में किसानों को विभिन्न कृषि जोखिमों (जैसे मौसम, बाज़ार, कीट, रोग) से बचाने और उनकी आजीविका की सुरक्षा सुनिश्चित करने के लिए सरकार कई उपाय कर रही है."
"मध्य प्रदेश में कृषि में अनुसंधान,शिक्षा और विस्तार (Research, Education, and Extension - R.E.E.) के बीच सहयोग कैसे मजबूत किया जा रहा है?",", ""मध्य प्रदेश में कृषि क्षेत्र के समग्र विकास के लिए अनुसंधान (Research), शिक्षा (Education) और विस्तार (Extension) के बीच सहयोग को मजबूत करना महत्वपूर्ण है. सरकार इस तालमेल को बढ़ाने के लिए कई प्रयास कर रही है."
देवास में जल संवर्धन के लिए क्या परियोजनाएँ चल रही हैं?,",""‘मुख्यमंत्री जलसंवर्धन योजना’, चेकडैम निर्माण और खेत तालाब निर्माण पर अनुदान दी जा रही है।"
अश्वगंधा की खेती से किसान को क्या लाभ हो सकता है?,",""अश्वगंधा एक उच्च मांग वाली औषधीय फसल है; इसके निर्यात से आय दोगुनी हो सकती है और खेती की लागत कम होती है।"
प्याज़ की फसल में कौन-कौन सी बीमारियाँ होती हैं?,",""फसल में पर्पल ब्लॉच, डाउनी मिल्ड्यू और फ़्यूसेरियम रोट जैसे रोग होते हैं, जिनके लिए मेटालेक्सिल या कैप्टन उपयोग करें।"
देवास में मिट्टी परीक्षण प्रयोगशाला की कार्यप्रणाली क्या है?,",""किसान नमूना जमा करते हैं, प्रयोगशाला 7–10 दिन में पोषक तत्व रिपोर्ट देती है, जिसके आधार पर उर्वरक की सिफारिश होती है।"
कृषि में मौसम का सटीक पूर्वानुमान कौन देता है?,",""IMD, Skymet और MPKisan जैसे संस्थान किसानों को क्षेत्रीय मौसम पूर्वानुमान प्रदान करते हैं।"
देवास में दलहन की कौन-कौन सी किस्में लोकप्रिय हैं?,",""मूंग: JM-721, उड़द: JU-86, तुअर: TJT-501 जैसी किस्में उच्च उत्पादन वाली हैं।"
कृषि कार्य में महिलाओं की भागीदारी कैसे बढ़ रही है?,",""महिला SHG समूह बीज उत्पादन, खाद निर्माण और बाजार विपणन जैसे कृषि कार्यों में सक्रिय भागीदारी कर रही हैं।"
जैविक बीज उपचार कैसे करें?,",""गाय का गोबर, गोमूत्र और हल्दी मिलाकर बीज को 24 घंटे भिगोकर छाया में सुखाएं।"
कृषि में ड्रोन के उपयोग से क्या लाभ है?,",""फसल निरीक्षण, कीटनाशक छिड़काव, और खेतों का डेटा एनालिटिक्स तेजी से और लागत-कटौती में मदद करता है।"
देवास के कृषि विभाग का संपर्क नंबर क्या है?,",""जिला कृषि कार्यालय, देवास का संपर्क नंबर: 07272-252525 है।"
कृषि में सौर ऊर्जा से कैसे लाभ होगा?,",""सौर पंप, ड्रायर और कोल्ड स्टोरेज बिजली लागत कम करते हैं और फसल संरक्षण में सहायक होते हैं।"
कृषि अनुदान योजना में आवेदन कैसे करें?,",""‘MP Krishi Yantra Portal’, ‘Farm Mechanization Scheme’ और जिला कृषि कार्यालय के माध्यम से ऑनलाइन या ऑफलाइन आवेदन करें।"
देवास में जिंक की कमी कैसे पहचानी जाती है?,",""पत्तियाँ छोटी और संकरी होती हैं, किनारे सफेद या पीली पड़ती हैं – यह जिंक की कमी का संकेत है।"
कृषि उत्पादों का विपणन कैसे करें?,",""किसान eNAM, Farmer Producer Organizations (FPOs), और कृषि बाजारों के माध्यम से उपज बेच सकते हैं।"
देवास में कृषि उद्यमिता कौन बढ़ावा देता है?,",""KVK, MSME विभाग और स्टार्टअप इंडिया योजना कृषि उद्यमियों को प्रशिक्षण, वित्त और मेंटरशिप प्रदान करते हैं।"
मक्का की फसल में मुख्य बीमारियाँ क्या हैं?,",""फसल में लीफ ब्लाइट, पिंक बोरर और डाउनी मिल्ड्यू प्रमुख हैं, जिनके लिए Dithane M-45 और Triazoles उपयोग करें।"
देवास के किसान मंडी भाव कैसे जानें?,",""‘AgriMP App’, eMandi पोर्टल, और कृषि कार्यालय से किसान प्रतिदिन मंडी भाव प्राप्त कर सकते हैं।"
टमाटर की फसल में मृदा का पीएच कितना होना चाहिए?,",""टमाटर के लिए 6.0–6.8 पीएच उपयुक्त है, इससे पोषक तत्वों की उपलब्धता बेहतर होती है।"
देवास में कृषि कार्यों हेतु श्रमिक कैसे मिलें?,",""स्थानीय ग्रामीण रोजगार केंद्र, SHG समूह और सहकारी संस्थाओं से प्रशिक्षित श्रमिक उपलब्ध होते हैं।"
धान की फसल में जल प्रबंधन कैसे करें?,",""बुवाई के बाद 15 दिन तक पानी भरकर रखें, फिर पानी धीरे-धीरे कम करें और अंतिम सिंचाई कटाई के 10 दिन पहले करें।"
खरपतवार को नियंत्रित करने की प्राकृतिक विधि क्या है?,",""मल्चिंग, फसल चक्र परिवर्तन, हाथ से निराई और धूप रोकने वाली पॉलिथीन विधि से खरपतवार नियंत्रण किया जा सकता है।"
देवास में गुलाब की खेती में कौन-कौन सी किस्में लोकप्रिय हैं?,",""Hybrid Tea, Floribunda और Damask किस्में उच्च मांग वाली हैं, जिनकी खेती देवास क्षेत्र में प्रचलित है।"
कृषि उत्पादों के लिए ब्रांडिंग कैसे करें?,",""लोगो, पैकेजिंग, गुणवत्ता प्रमाणन और सोशल मीडिया मार्केटिंग से स्थानीय ब्रांड विकसित करें।"
देवास में मौसम अनुकूल खेती कैसे करें?,",""IMD डेटा के आधार पर फसल चयन, सिंचाई योजना और जैविक संरक्षण उपाय अपनाकर मौसम अनुकूल खेती संभव है।"
शाकाहारी फसलों के लिए कीटनाशक का विकल्प क्या है?,",""नीम आधारित जैविक कीटनाशक, गोमूत्र अर्क और ट्रैप सिस्टम शाकाहारी फसलों के लिए सुरक्षित विकल्प हैं।"
देवास में अनुदानित बायोफर्टिलाइज़र कहाँ से मिलते हैं?,",""KVK और राज्य कृषि विभाग द्वारा प्रमाणित बायोफर्टिलाइज़र सरकारी आउटलेट्स पर उपलब्ध हैं।"
खरपतवार और कीट को एक साथ कैसे नियंत्रित करें?,",""IPM तकनीक अपनाएं जिसमें जैविक स्प्रे, ट्रैप और विशेष मल्चिंग सामग्री उपयोग की जाती है।"
देवास में कृषि मशीनों की मरम्मत कहाँ कराएं?,",""राज्य कृषि यंत्र केंद्र, निजी वर्कशॉप और सहकारी समितियाँ मरम्मत सेवाएं प्रदान करती हैं।"
फलदार पौधों के लिए जैविक खाद क्या है?,",""गोबर की खाद, वर्मी कंपोस्ट, नीम खली और बायोगैस स्लरी फलदार पौधों के लिए उपयुक्त होती है।"
देवास में भूमि जोतने के लिए कौन सा यंत्र बेहतर है?,",""रोटावेटर, कल्टीवेटर और डिस्क हल जैसे आधुनिक यंत्र भूमि जोतने के लिए बेहतर हैं, जो कृषि यंत्र योजना से उपलब्ध होते हैं।"
मध्य प्रदेश की नई औद्योगिक नीति 2025 कृषि क्षेत्र को कैसे प्रभावित करेगी?,",""मध्य प्रदेश की **औद्योगिक संवर्धन नीति 2025** राज्य में निवेश बढ़ाएगी. इससे कृषि क्षेत्र को परोक्ष रूप से फायदा होगा:"
मध्य प्रदेश बजट 2025-26 में किसानों के लिए क्या प्रमुख प्रावधान किए गए हैं?,",""मध्य प्रदेश बजट 2025-26 में कृषि के लिए **₹58,257 करोड़** आवंटित किए गए हैं. मुख्य प्रावधान हैं:"
फसल अवशेष प्रबंधन के लिए किसानों को कौन सी सरकारी सहायता मिल रही है?,",""फसल अवशेषों को जलाने (पराली) से रोकने के लिए मध्य प्रदेश सरकार किसानों को **सब्सिडी** दे रही है."
पशु अपशिष्ट (Animal Waste) का प्रबंधन करके किसान कैसे अतिरिक्त आय कमा सकते हैं?,",""किसान पशु अपशिष्ट (जैसे गोबर) का प्रबंधन करके अतिरिक्त आय कमा सकते हैं:"
मध्य प्रदेश में मृदा स्वास्थ्य प्रबंधन के लिए किसानों को क्या सेवाएं उपलब्ध हैं?,",""मध्य प्रदेश में मिट्टी के स्वास्थ्य को बनाए रखने के लिए किसानों को कई सेवाएं उपलब्ध हैं:"
प्रधानमंत्री फसल बीमा योजना (PMFBY) के लिए आवेदन कैसे करें और इसकी अंतिम तिथि क्या है?,",""प्रधानमंत्री फसल बीमा योजना (PMFBY) फसल नुकसान से वित्तीय सुरक्षा देती है."
देवास में कृषि उत्पादों के भंडारण के लिए कौन सी सुविधाएं उपलब्ध हैं?,",""देवास और आसपास कृषि उत्पादों के भंडारण के लिए कई **निजी वेयरहाउस** उपलब्ध हैं, जैसे श्री सेठीया वेयरहाउस, मोहित वेयरहाउस, कंथाली फार्म हाउस, सीया समृद्धि वेयरहाउस."
मध्य प्रदेश में ई-मंडी योजना किसानों के लिए कैसे फायदेमंद है?,",""मध्य प्रदेश में **ई-मंडी योजना** कृषि व्यापार को डिजिटल बना रही है, जिससे किसानों को कई फायदे मिलते हैं:"
फार्मर प्रोड्यूसर ऑर्गनाइजेशन (FPO) छोटे किसानों की कैसे मदद करते हैं?,",""**फार्मर प्रोड्यूसर ऑर्गनाइजेशन (FPO)** छोटे किसानों को संगठित करके मदद करते हैं:"
फसल विविधीकरण (Crop Diversification) के लिए सरकार किसानों को क्या प्रोत्साहन दे रही है?,",""फसल विविधीकरण के लिए सरकार किसानों को कई प्रोत्साहन दे रही है:"
एकीकृत कीट प्रबंधन (Integrated Pest Management - IPM) क्या है और इसमें क्या तरीके शामिल हैं?,",""**एकीकृत कीट प्रबंधन (IPM)** कीटों और रोगों को नियंत्रित करने का एक स्थायी तरीका है, जिसमें रासायनिक कीटनाशकों पर निर्भरता कम की जाती है."
जलवायु-लचीली फसल किस्में (Climate-Resilient Crop Varieties) क्या हैं और मध्य प्रदेश में कौन सी अनुशंसित हैं?,",""**जलवायु-लचीली फसलें** बदलती जलवायु परिस्थितियों (जैसे सूखा, गर्मी) के प्रति अधिक सहनशील होती हैं. मध्य प्रदेश में अनुशंसित हैं:"
कृषि में ड्रोन के इस्तेमाल के लिए सरकार क्या दिशानिर्देश और सब्सिडी दे रही है?,",""कृषि में ड्रोन के उपयोग के लिए सरकार दिशानिर्देश और सब्सिडी दे रही है:"
छोटे किसानों के लिए प्रिसिजन फार्मिंग (Precision Farming) के क्या फायदे हैं?,",""**प्रिसिजन फार्मिंग** छोटे किसानों के लिए भी फायदेमंद है, क्योंकि यह संसाधनों का सटीक प्रबंधन करती है:"
मध्य प्रदेश में किसानों को वित्तीय साक्षरता (Financial Literacy) के लिए क्या सहायता मिल रही है?,",""किसानों को वित्तीय रूप से सशक्त बनाने के लिए मध्य प्रदेश में वित्तीय साक्षरता को बढ़ावा दिया जा रहा है:"
मध्य प्रदेश में कृषि में जल संचयन और सिंचाई के लिए कौन सी नई पहलें हो रही हैं?,",""मध्य प्रदेश में जल संचयन और कुशल सिंचाई के लिए कई नई पहलें हो रही हैं:"
मध्य प्रदेश में आर्गेनिक कपास (Organic Cotton) उत्पादन को बढ़ावा देने के लिए क्या प्रयास हो रहे हैं?,",""मध्य प्रदेश आर्गेनिक कपास उत्पादन में वैश्विक नेतृत्व का लक्ष्य रख रहा है:"
कृषि में एआई (AI) और मशीन लर्निंग (ML) का उपयोग कैसे हो रहा है?,",""कृषि में AI और ML का उपयोग उत्पादकता और दक्षता बढ़ाने के लिए हो रहा है:"
मध्य प्रदेश में किसानों को कृषि विश्वविद्यालयों से क्या सहायता मिल सकती है?,",""मध्य प्रदेश के कृषि विश्वविद्यालय किसानों के लिए महत्वपूर्ण सहायता प्रदान करते हैं:"
मध्य प्रदेश में किसानों के लिए फसल कटाई के बाद खाद्य प्रसंस्करण (Food Processing) की क्या संभावनाएं हैं?,",""मध्य प्रदेश में फसल कटाई के बाद खाद्य प्रसंस्करण में बड़ी संभावनाएं हैं, जिससे किसानों की आय बढ़ती है:"
धान के लिए सबसे उपयुक्त जलवायु क्या है?,",""धान को गर्म और आर्द्र जलवायु पसंद होती है; मानसून वाले क्षेत्रों में इसकी पैदावार बेहतर होती है।"
कृषि निवेश के लिए कौन-कौन सी केंद्र सरकार की योजनाएँ हैं?,",""‘PM-KUSUM’, ‘Paramparagat Krishi Vikas Yojana’, ‘Agriculture Infrastructure Fund’ जैसी योजनाएँ उपलब्ध हैं।"
कृषि मौसम पूर्वानुमान का डेटा कहाँ से प्राप्त करें?,",""IMD, Skymet, ‘Meghdoot App’ और राज्य कृषि मौसम केंद्रों से पूर्वानुमान प्राप्त किया जा सकता है।"
दलहन के लिए कौन-कौन सी मिट्टी उपयुक्त है?,",""काली और दोमट मिट्टी जिसमें जल निकासी अच्छी हो, मूंग, उड़द और अरहर के लिए उपयुक्त होती है।"
बाजार में किस ऐप से मंडी भाव देखें?,",""‘Agmarknet’, ‘Kisan Suvidha’, ‘AgriMP’, और ‘eNAM’ ऐप्स पर प्रतिदिन मंडी भाव अपडेट होते हैं।"
जैविक खेती की पहचान कैसे करें?,",""खेत में रसायनों का प्रयोग न होना, फसल की गुणवत्ता, और सरकारी प्रमाणन द्वारा जैविक खेती प्रमाणित होती है।"
किसानों को बीमा क्लेम कैसे मिलता है?,",""PMFBY पोर्टल पर नुकसान के 72 घंटे के अंदर विवरण दर्ज करें, निरीक्षण के बाद 30–45 दिनों में दावा स्वीकृत होता है।"
खाद के लिए कौन-कौन से पोर्टल हैं?,",""‘Fertilizer Subsidy Portal’, ‘Krishi Input Portal’, और ‘Agmarknet’ से जानकारी मिलती है।"
किसान हेल्पलाइन नंबर क्या है?,",""केंद्र सरकार का किसान हेल्पलाइन नंबर 1800-180-1551 है जो हिंदी सहित कई भाषाओं में उपलब्ध है।"
उर्वरक और बीज पर कितनी सब्सिडी मिलती है?,",""केंद्र और राज्य सरकारें बीज पर 25–50% और उर्वरक पर लागत के अनुसार डायरेक्ट बेनिफिट ट्रांसफर के माध्यम से सब्सिडी देती हैं।"
टपक सिंचाई प्रणाली की लागत कितनी होती है?,",""1 एकड़ में ₹35,000–₹50,000 तक लागत आती है, लेकिन सरकार द्वारा 60% तक अनुदान उपलब्ध होता है।"
मिट्टी सुधार हेतु क्या उपाय करें?,",""संगठित जैविक खाद, ग्रीन मैन्योरिंग, और मृदा परीक्षण के अनुसार उर्वरक डालना मददगार होता है।"
पौध संरक्षण के लिए कौन-कौन सी जैविक विधियाँ हैं?,",""नीम अर्क, बैसिलस थुरिंजिनसिस, ट्रैप सिस्टम और हानिरहित फसल चक्र परिवर्तन जैसे उपाय अपनाए जाते हैं।"
PM-KUSUM योजना का उद्देश्य क्या है?,",""PM-KUSUM योजना किसानों को सौर ऊर्जा आधारित पंप और उत्पादन इकाई स्थापित करने में मदद करती है।"
कृषि में कौन-कौन सी एग्री स्टार्टअप काम कर रहे हैं?,",""‘DeHaat’, ‘AgNext’, ‘CropIn’, ‘Bijak’ और ‘Gramophone’ जैसी स्टार्टअप किसानों को टेक सहायता प्रदान करती हैं।"
लहसुन की खेती के लिए उर्वरक योजना क्या है?,",""भूमि की तैयारी में नाइट्रोजन, फास्फोरस और पोटैशियम की संतुलित मात्रा देना आवश्यक है, मिट्टी परीक्षण से विवरण लें।"
सब्ज़ियों की कटाई के बाद भंडारण कैसे करें?,",""प्लास्टिक क्रेट में छाया में रखें, और जल्दी खराब होने वाली सब्ज़ियाँ कोल्ड स्टोरेज में रखें।"
कृषि में डेटा एनालिटिक्स का उपयोग कैसे हो रहा है?,",""फसल पैटर्न, कीट संभावनाएँ और मौसम आधारित निर्णय लेने में डेटा एनालिटिक्स से सहायता मिलती है।"
बायोफर्टिलाइज़र का लाभ क्या है?,",""बायोफर्टिलाइज़र मिट्टी की सूक्ष्म जीवाणु संरचना को सुधारते हैं और फसल की जड़ वृद्धि को बढ़ाते हैं।"
सौर ड्रायर कैसे काम करता है?,",""सौर ड्रायर सौर ऊर्जा से सब्ज़ियों और फलों को सुखाकर भंडारण योग्य बनाता है और गुणवत्ता बनाए रखता है।"
बायोगैस संयंत्र की लागत कितनी होती है?,",""घरेलू स्तर पर ₹20,000–₹60,000 तक खर्च आता है, सरकारी योजना के तहत 40–50% अनुदान मिलता है।"
खेती में ग्रीनहाउस का फायदा क्या है?,",""ग्रीनहाउस नियंत्रित तापमान और आद्रता में उच्च गुणवत्ता की फसलें पैदा करता है, विशेष रूप से फूल और सब्ज़ियाँ।"
फल-फूलों की खेती के लिए किस योजना से सहायता मिलती है?,",""राष्ट्रीय बागवानी मिशन (NHM) से पौधरोपण, सिंचाई और प्रशिक्षण पर सब्सिडी दी जाती है।"
किसान ट्रेनिंग केंद्र कहाँ होते हैं?,",""राज्य कृषि विभाग के ‘KVK’, ‘ATMA’, और ‘SAMETI’ केंद्रों पर प्रशिक्षण उपलब्ध होता है।"
कृषि यांत्रिककरण योजना क्या है?,",""इस योजना में ट्रैक्टर, थ्रेशर, मल्चर आदि यंत्रों पर 40–60% तक सब्सिडी दी जाती है।"
कृषि में किस मिट्टी का pH अधिकतम उपज देता है?,",""6.5–7.5 के बीच का pH अधिकतर फसलों के लिए उपयुक्त है; इससे पोषक तत्वों की उपलब्धता बेहतर होती है।"
फसल नुकसान के बाद समर्थन मूल्य कैसे प्राप्त करें?,",""राज्य सरकारें समर्थन मूल्य पर खरीद केंद्र खोलती हैं; पंजीकृत किसानों को प्रमाण के साथ फसल बेचनी होती है।"
मल्चिंग से क्या लाभ होता है?,",""मल्चिंग खरपतवार रोकता है, नमी बनाए रखता है और मिट्टी की उर्वरता बढ़ाता है।"
कृषि में MSP कैसे निर्धारित होता है?,",""केंद्र सरकार लागत, मांग-आपूर्ति, अंतरराष्ट्रीय मूल्य और किसान हित के आधार पर MSP तय करती है।"
फसल विविधीकरण क्यों जरूरी है?,",""फसल विविधीकरण से बाज़ार जोखिम घटता है, मिट्टी की गुणवत्ता सुधरती है और किसान आय बढ़ती है।"
मध्य प्रदेश में किसानों को कृषि क्षेत्र में सौर ऊर्जा (Solar Energy) के उपयोग के लिए क्या सहायता मिल रही है?,",""मध्य प्रदेश में किसान सौर ऊर्जा का उपयोग करके अपनी खेती को और टिकाऊ बना सकते हैं. सरकार इसके लिए कई योजनाएँ चला रही है:"
देवास में किसानों के लिए पानी की बचत करने वाली सिंचाई तकनीकें (Water-Saving Irrigation Techniques) कौन सी हैं?,",""देवास में किसान पानी की कमी की समस्या से निपटने और सिंचाई दक्षता बढ़ाने के लिए इन तकनीकों का उपयोग कर सकते हैं:"
मध्य प्रदेश में किसानों को उनकी उपज के लिए न्यूनतम समर्थन मूल्य (Minimum Support Price - MSP) कैसे सुनिश्चित किया जाता है?,",""मध्य प्रदेश में किसानों को उनकी उपज का उचित मूल्य मिले, इसके लिए सरकार MSP सुनिश्चित करती है:"
मध्य प्रदेश में पशुपालन (Animal Husbandry) को बढ़ावा देने के लिए क्या विशेष योजनाएं हैं?,",""मध्य प्रदेश में पशुपालन ग्रामीण अर्थव्यवस्था का एक महत्वपूर्ण हिस्सा है. इसे बढ़ावा देने के लिए सरकार की योजनाएं हैं:"
मध्य प्रदेश में जैविक हाट-बाज़ार (Organic Haat-Bazars) क्या हैं और ये किसानों को कैसे फायदा पहुंचाते हैं?,",""**जैविक हाट-बाज़ार** ऐसे विशेष बाज़ार हैं जहाँ किसान अपनी प्रमाणित जैविक उपज सीधे उपभोक्ताओं को बेच सकते हैं."
मध्य प्रदेश में कृषि में स्टार्टअप्स को इनक्यूबेशन और फंडिंग के लिए क्या समर्थन मिल रहा है?,",""मध्य प्रदेश में कृषि स्टार्टअप्स को बढ़ावा देने के लिए इनक्यूबेशन और फंडिंग के अवसर मिल रहे हैं:"
मध्य प्रदेश में कृषक समूहों (Farmer Groups) को किस प्रकार की सहायता मिल रही है?,",""मध्य प्रदेश में कृषक समूहों को संगठित और मजबूत करने के लिए सरकार कई तरह की सहायता दे रही है:"
मध्य प्रदेश में कृषि में ड्रोन तकनीक के सुरक्षित और प्रभावी उपयोग को कैसे सुनिश्चित किया जा रहा है?,",""मध्य प्रदेश में कृषि में ड्रोन के सुरक्षित और प्रभावी उपयोग के लिए सरकार कई कदम उठा रही है:"
